card_id,category,item
103462231,Комфорт,круиз-контроль
103462231,Комфорт,управление мультимедиа с руля
103462231,Комфорт,передние электро-стеклоподъёмники
103462231,Комфорт,задние электро-стеклоподъёмники
103462231,Обогрев,сидений
103462231,Обогрев,лобового стекла
103462231,Обогрев,зеркал
103462231,Климат,климат-контроль
103462231,Климат,кондиционер
103462231,Мультимедиа,AUX или iPod
103462231,Мультимедиа,Bluetooth
103462231,Мультимедиа,CD или MP3
103462231,Мультимедиа,USB
103462231,Мультимедиа,мультимедийный экран
103462231,Мультимедиа,штатная навигация
103462231,Фары,противотуманные
103462231,Фары,светодиодные
104191706,Экстерьер,легкосплавные диски
104191706,Экстерьер,рейлинги на крыше
104191706,Системы безопасности,ABS
104191706,Системы безопасности,ESP
104191706,Системы безопасности,антипробуксовочная
104191706,Системы безопасности,иммобилайзер
104191706,Системы безопасности,сигнализация
104191706,Подушки,передние
104191706,Подушки,боковые
104191706,Подушки,задние
104191706,Системы помощи,датчик дождя
104191706,Системы помощи,камера заднего вида
104191706,Системы помощи,парктроники
104191706,Системы помощи,контроль мертвых зон на зеркалах
104191706,Интерьер,тёмный
104191706,Интерьер,натуральная кожа
104191706,Интерьер,панорамная крыша
104191706,Интерьер,люк
104191706,Комфорт,автозапуск двигателя
104191706,Комфорт,круиз-контроль
104191706,Комфорт,управление мультимедиа с руля
104191706,Комфорт,электрорегулировка сидений
104191706,Комфорт,передние электро-стеклоподъёмники
104191706,Комфорт,задние электро-стеклоподъёмники
104191706,Обогрев,сидений
104191706,Обогрев,зеркал
104191706,Обогрев,руля
104191706,Климат,климат-контроль
104191706,Климат,кондиционер
104191706,Мультимедиа,AUX или iPod
104191706,Мультимедиа,Bluetooth
104191706,Мультимедиа,CD или MP3
104191706,Мультимедиа,USB
104191706,Мультимедиа,мультимедийный экран
104191706,Мультимедиа,штатная навигация
104191706,Фары,ксеноновые
104191706,Фары,противотуманные
104191706,Фары,светодиодные
104174962,Системы помощи,датчик дождя
104174962,Системы помощи,парктроники
104174962,Интерьер,светлый
104174962,Интерьер,натуральная кожа
104174962,Комфорт,электрорегулировка сидений
104174962,Комфорт,передние электро-стеклоподъёмники
104174962,Комфорт,задние электро-стеклоподъёмники
104174962,Обогрев,сидений
104174962,Климат,кондиционер
104191569,Экстерьер,легкосплавные диски
104191569,Экстерьер,рейлинги на крыше
104191569,Системы безопасности,ABS
104191569,Системы безопасности,ESP
104191569,Системы безопасности,антипробуксовочная
104191569,Системы безопасности,сигнализация
104191569,Подушки,передние
104191569,Подушки,боковые
104191569,Подушки,задние
104191569,Системы помощи,датчик дождя
104191569,Системы помощи,парктроники
104191569,Интерьер,тёмный
104191569,Интерьер,комбинированные материалы
104191569,Комфорт,передние электро-стеклоподъёмники
104191569,Комфорт,задние электро-стеклоподъёмники
104191569,Обогрев,сидений
104191569,Обогрев,зеркал
104191569,Климат,климат-контроль
104191569,Климат,кондиционер
104191569,Мультимедиа,AUX или iPod
104191569,Мультимедиа,Bluetooth
104191569,Мультимедиа,CD или MP3
104191569,Мультимедиа,USB
104191569,Мультимедиа,мультимедийный экран
104191569,Мультимедиа,штатная навигация
104191569,Фары,противотуманные
101923043,Системы безопасности,сигнализация
101923043,Интерьер,тёмный
101923043,Интерьер,натуральная кожа
101923043,Интерьер,люк
101923043,Комфорт,электрорегулировка сидений
101923043,Комфорт,передние электро-стеклоподъёмники
101923043,Мультимедиа,AUX или iPod
104081651,Экстерьер,легкосплавные диски
104081651,Системы безопасности,ABS
104081651,Системы безопасности,ESP
104081651,Системы безопасности,антипробуксовочная
104081651,Системы безопасности,иммобилайзер
104081651,Системы безопасности,сигнализация
104081651,Подушки,передние
104081651,Подушки,боковые
104081651,Подушки,задние
104081651,Системы помощи,датчик дождя
104081651,Системы помощи,камера заднего вида
104081651,Системы помощи,контроль мертвых зон на зеркалах
104081651,Интерьер,тёмный
104081651,Интерьер,натуральная кожа
104081651,Комфорт,круиз-контроль
104081651,Комфорт,управление мультимедиа с руля
104081651,Комфорт,электрорегулировка сидений
104081651,Комфорт,передние электро-стеклоподъёмники
104081651,Комфорт,задние электро-стеклоподъёмники
104081651,Обогрев,зеркал
104081651,Климат,климат-контроль
104081651,Климат,кондиционер
104081651,Мультимедиа,AUX или iPod
104081651,Мультимедиа,Bluetooth
104081651,Мультимедиа,CD или MP3
104081651,Мультимедиа,USB
104081651,Мультимедиа,мультимедийный экран
104081651,Мультимедиа,штатная навигация
104081651,Фары,светодиодные
104080467,Экстерьер,легкосплавные диски
104080467,Системы безопасности,ABS
104080467,Системы безопасности,ESP
104080467,Системы безопасности,антипробуксовочная
104080467,Системы безопасности,иммобилайзер
104080467,Системы безопасности,сигнализация
104080467,Подушки,передние
104080467,Подушки,боковые
104080467,Подушки,задние
104080467,Системы помощи,датчик дождя
104080467,Системы помощи,камера заднего вида
104080467,Системы помощи,парктроники
104080467,Системы помощи,контроль мертвых зон на зеркалах
104080467,Интерьер,светлый
104080467,Интерьер,натуральная кожа
104080467,Комфорт,круиз-контроль
104080467,Комфорт,управление мультимедиа с руля
104080467,Комфорт,электрорегулировка сидений
104080467,Комфорт,передние электро-стеклоподъёмники
104080467,Комфорт,задние электро-стеклоподъёмники
104080467,Обогрев,сидений
104080467,Обогрев,зеркал
104080467,Обогрев,руля
104080467,Климат,климат-контроль
104080467,Климат,кондиционер
104080467,Мультимедиа,AUX или iPod
104080467,Мультимедиа,Bluetooth
104080467,Мультимедиа,CD или MP3
104080467,Мультимедиа,USB
104080467,Мультимедиа,мультимедийный экран
104080467,Мультимедиа,штатная навигация
104080467,Фары,светодиодные
104080448,Интерьер,тёмный
104080448,Интерьер,комбинированные материалы
103913954,Экстерьер,легкосплавные диски
103913954,Системы безопасности,ABS
103913954,Системы безопасности,ESP
103913954,Системы безопасности,антипробуксовочная
103913954,Системы безопасности,иммобилайзер
103913954,Системы безопасности,сигнализация
103913954,Подушки,передние
103913954,Подушки,боковые
103913954,Подушки,задние
103913954,Системы помощи,датчик дождя
103913954,Системы помощи,камера заднего вида
103913954,Системы помощи,парктроники
103913954,Интерьер,тёмный
103913954,Интерьер,натуральная кожа
103913954,Интерьер,панорамная крыша
103913954,Интерьер,люк
103913954,Комфорт,круиз-контроль
103913954,Комфорт,управление мультимедиа с руля
103913954,Комфорт,электрорегулировка сидений
103913954,Комфорт,передние электро-стеклоподъёмники
103913954,Комфорт,задние электро-стеклоподъёмники
103913954,Обогрев,сидений
103913954,Обогрев,лобового стекла
103913954,Обогрев,руля
103913954,Климат,климат-контроль
103913954,Климат,кондиционер
103913954,Мультимедиа,AUX или iPod
103913954,Мультимедиа,Bluetooth
103913954,Мультимедиа,CD или MP3
103913954,Мультимедиа,USB
103913954,Мультимедиа,мультимедийный экран
103913954,Мультимедиа,штатная навигация
103913954,Фары,светодиодные
103913923,Экстерьер,легкосплавные диски
103913923,Экстерьер,фаркоп
103913923,Системы безопасности,ABS
103913923,Системы безопасности,ESP
103913923,Системы безопасности,антипробуксовочная
103913923,Системы безопасности,иммобилайзер
103913923,Системы безопасности,сигнализация
103913923,Подушки,передние
103913923,Подушки,боковые
103913923,Подушки,задние
103913923,Системы помощи,датчик дождя
103913923,Системы помощи,камера заднего вида
103913923,Системы помощи,парктроники
103913923,Системы помощи,контроль мертвых зон на зеркалах
103913923,Интерьер,тёмный
103913923,Интерьер,искусственная кожа
103913923,Интерьер,панорамная крыша
103913923,Интерьер,люк
103913923,Комфорт,круиз-контроль
103913923,Комфорт,управление мультимедиа с руля
103913923,Комфорт,электрорегулировка сидений
103913923,Комфорт,передние электро-стеклоподъёмники
103913923,Комфорт,задние электро-стеклоподъёмники
103913923,Обогрев,сидений
103913923,Обогрев,зеркал
103913923,Обогрев,руля
103913923,Климат,климат-контроль
103913923,Климат,кондиционер
103913923,Мультимедиа,AUX или iPod
103913923,Мультимедиа,Bluetooth
103913923,Мультимедиа,CD или MP3
103913923,Мультимедиа,USB
103913923,Мультимедиа,мультимедийный экран
103913923,Мультимедиа,штатная навигация
103913923,Фары,противотуманные
103913923,Фары,светодиодные
103913912,Экстерьер,легкосплавные диски
103913912,Системы безопасности,ABS
103913912,Системы безопасности,ESP
103913912,Системы безопасности,антипробуксовочная
103913912,Системы безопасности,иммобилайзер
103913912,Системы безопасности,сигнализация
103913912,Подушки,передние
103913912,Подушки,боковые
103913912,Подушки,задние
103913912,Системы помощи,датчик дождя
103913912,Системы помощи,камера заднего вида
103913912,Системы помощи,парктроники
103913912,Системы помощи,контроль мертвых зон на зеркалах
103913912,Интерьер,комби
103913912,Интерьер,натуральная кожа
103913912,Комфорт,круиз-контроль
103913912,Комфорт,управление мультимедиа с руля
103913912,Комфорт,электрорегулировка сидений
103913912,Комфорт,передние электро-стеклоподъёмники
103913912,Обогрев,сидений
103913912,Обогрев,зеркал
103913912,Климат,климат-контроль
103913912,Климат,кондиционер
103913912,Мультимедиа,AUX или iPod
103913912,Мультимедиа,Bluetooth
103913912,Мультимедиа,CD или MP3
103913912,Мультимедиа,USB
103913912,Мультимедиа,мультимедийный экран
103913912,Мультимедиа,штатная навигация
103913912,Фары,светодиодные
103913903,Экстерьер,легкосплавные диски
103913903,Экстерьер,рейлинги на крыше
103913903,Системы безопасности,ABS
103913903,Системы безопасности,ESP
103913903,Системы безопасности,антипробуксовочная
103913903,Системы безопасности,иммобилайзер
103913903,Системы безопасности,сигнализация
103913903,Подушки,передние
103913903,Подушки,боковые
103913903,Подушки,задние
103913903,Системы помощи,датчик дождя
103913903,Системы помощи,камера заднего вида
103913903,Системы помощи,парктроники
103913903,Интерьер,тёмный
103913903,Интерьер,натуральная кожа
103913903,Комфорт,круиз-контроль
103913903,Комфорт,управление мультимедиа с руля
103913903,Комфорт,электрорегулировка сидений
103913903,Комфорт,передние электро-стеклоподъёмники
103913903,Комфорт,задние электро-стеклоподъёмники
103913903,Обогрев,сидений
103913903,Обогрев,зеркал
103913903,Обогрев,руля
103913903,Климат,климат-контроль
103913903,Климат,кондиционер
103913903,Мультимедиа,AUX или iPod
103913903,Мультимедиа,Bluetooth
103913903,Мультимедиа,CD или MP3
103913903,Мультимедиа,USB
103913903,Мультимедиа,мультимедийный экран
103913903,Мультимедиа,штатная навигация
103913903,Фары,светодиодные
103907611,Экстерьер,легкосплавные диски
103907611,Системы безопасности,ABS
103907611,Системы безопасности,ESP
103907611,Системы безопасности,антипробуксовочная
103907611,Системы безопасности,иммобилайзер
103907611,Системы безопасности,сигнализация
103907611,Подушки,передние
103907611,Подушки,боковые
103907611,Подушки,задние
103907611,Системы помощи,датчик дождя
103907611,Системы помощи,парктроники
103907611,Интерьер,тёмный
103907611,Интерьер,искусственная кожа
103907611,Комфорт,автозапуск двигателя
103907611,Комфорт,круиз-контроль
103907611,Комфорт,управление мультимедиа с руля
103907611,Комфорт,электрорегулировка сидений
103907611,Комфорт,передние электро-стеклоподъёмники
103907611,Комфорт,задние электро-стеклоподъёмники
103907611,Обогрев,сидений
103907611,Климат,климат-контроль
103907611,Климат,кондиционер
103907611,Мультимедиа,AUX или iPod
103907611,Мультимедиа,Bluetooth
103907611,Мультимедиа,CD или MP3
103907611,Мультимедиа,USB
103907611,Мультимедиа,мультимедийный экран
103907611,Мультимедиа,штатная навигация
103907611,Фары,ксеноновые
103907611,Фары,противотуманные
103901172,Системы безопасности,ABS
103901172,Системы безопасности,ESP
103901172,Системы безопасности,антипробуксовочная
103901172,Системы безопасности,иммобилайзер
103901172,Системы безопасности,сигнализация
103901172,Подушки,передние
103901172,Подушки,боковые
103901172,Подушки,задние
103901172,Системы помощи,датчик дождя
103901172,Системы помощи,камера заднего вида
103901172,Системы помощи,парктроники
103901172,Интерьер,тёмный
103901172,Интерьер,натуральная кожа
103901172,Интерьер,панорамная крыша
103901172,Интерьер,люк
103901172,Комфорт,круиз-контроль
103901172,Комфорт,управление мультимедиа с руля
103901172,Комфорт,электрорегулировка сидений
103901172,Комфорт,передние электро-стеклоподъёмники
103901172,Комфорт,задние электро-стеклоподъёмники
103901172,Обогрев,сидений
103901172,Обогрев,зеркал
103901172,Климат,климат-контроль
103901172,Климат,кондиционер
103901172,Мультимедиа,AUX или iPod
103901172,Мультимедиа,Bluetooth
103901172,Мультимедиа,CD или MP3
103901172,Мультимедиа,USB
103901172,Мультимедиа,мультимедийный экран
103901172,Мультимедиа,штатная навигация
103901172,Фары,светодиодные
103901147,Системы безопасности,ABS
103901147,Системы безопасности,ESP
103901147,Системы безопасности,антипробуксовочная
103901147,Системы безопасности,иммобилайзер
103901147,Системы безопасности,сигнализация
103901147,Подушки,передние
103901147,Подушки,боковые
103901147,Подушки,задние
103901147,Системы помощи,камера заднего вида
103901147,Системы помощи,парктроники
103901147,Интерьер,тёмный
103901147,Интерьер,ткань
103901147,Комфорт,круиз-контроль
103901147,Комфорт,управление мультимедиа с руля
103901147,Комфорт,передние электро-стеклоподъёмники
103901147,Комфорт,задние электро-стеклоподъёмники
103901147,Обогрев,зеркал
103901147,Климат,климат-контроль
103901147,Климат,кондиционер
103901147,Мультимедиа,AUX или iPod
103901147,Мультимедиа,Bluetooth
103901147,Мультимедиа,CD или MP3
103901147,Мультимедиа,USB
103901147,Мультимедиа,мультимедийный экран
103901147,Мультимедиа,штатная навигация
103901147,Фары,светодиодные
103901046,Экстерьер,легкосплавные диски
103901046,Системы безопасности,ABS
103901046,Системы безопасности,ESP
103901046,Системы безопасности,антипробуксовочная
103901046,Системы безопасности,иммобилайзер
103901046,Системы безопасности,сигнализация
103901046,Подушки,передние
103901046,Подушки,боковые
103901046,Подушки,задние
103901046,Системы помощи,камера заднего вида
103901046,Системы помощи,парктроники
103901046,Интерьер,тёмный
103901046,Интерьер,ткань
103901046,Комфорт,круиз-контроль
103901046,Комфорт,управление мультимедиа с руля
103901046,Комфорт,электрорегулировка сидений
103901046,Комфорт,передние электро-стеклоподъёмники
103901046,Комфорт,задние электро-стеклоподъёмники
103901046,Обогрев,зеркал
103901046,Климат,климат-контроль
103901046,Климат,кондиционер
103901046,Мультимедиа,AUX или iPod
103901046,Мультимедиа,Bluetooth
103901046,Мультимедиа,CD или MP3
103901046,Мультимедиа,USB
103901046,Мультимедиа,мультимедийный экран
103901046,Мультимедиа,штатная навигация
103901046,Фары,светодиодные
103880049,Экстерьер,легкосплавные диски
103880049,Системы безопасности,ABS
103880049,Системы безопасности,ESP
103880049,Системы безопасности,сигнализация
103880049,Подушки,передние
103880049,Подушки,боковые
103880049,Подушки,задние
103880049,Системы помощи,датчик дождя
103880049,Системы помощи,парктроники
103880049,Интерьер,тёмный
103880049,Интерьер,натуральная кожа
103880049,Интерьер,панорамная крыша
103880049,Комфорт,круиз-контроль
103880049,Комфорт,управление мультимедиа с руля
103880049,Комфорт,электрорегулировка сидений
103880049,Комфорт,передние электро-стеклоподъёмники
103880049,Комфорт,задние электро-стеклоподъёмники
103880049,Обогрев,сидений
103880049,Обогрев,зеркал
103880049,Климат,климат-контроль
103880049,Климат,кондиционер
103880049,Мультимедиа,Bluetooth
103879995,Экстерьер,легкосплавные диски
103879995,Системы безопасности,ABS
103879995,Системы безопасности,ESP
103879995,Системы безопасности,антипробуксовочная
103879995,Системы безопасности,иммобилайзер
103879995,Системы безопасности,сигнализация
103879995,Подушки,передние
103879995,Подушки,боковые
103879995,Подушки,задние
103879995,Системы помощи,датчик дождя
103879995,Системы помощи,камера заднего вида
103879995,Системы помощи,парктроники
103879995,Системы помощи,контроль мертвых зон на зеркалах
103879995,Интерьер,тёмный
103879995,Интерьер,натуральная кожа
103879995,Интерьер,панорамная крыша
103879995,Интерьер,люк
103879995,Комфорт,круиз-контроль
103879995,Комфорт,управление мультимедиа с руля
103879995,Комфорт,электрорегулировка сидений
103879995,Комфорт,передние электро-стеклоподъёмники
103879995,Комфорт,задние электро-стеклоподъёмники
103879995,Обогрев,сидений
103879995,Обогрев,зеркал
103879995,Обогрев,руля
103879995,Климат,климат-контроль
103879995,Климат,кондиционер
103879995,Мультимедиа,AUX или iPod
103879995,Мультимедиа,Bluetooth
103879995,Мультимедиа,CD или MP3
103879995,Мультимедиа,USB
103879995,Мультимедиа,мультимедийный экран
103879995,Мультимедиа,штатная навигация
103879995,Фары,светодиодные
103879984,Экстерьер,легкосплавные диски
103879984,Экстерьер,рейлинги на крыше
103879984,Экстерьер,фаркоп
103879984,Системы безопасности,ABS
103879984,Системы безопасности,ESP
103879984,Системы безопасности,антипробуксовочная
103879984,Системы безопасности,иммобилайзер
103879984,Системы безопасности,сигнализация
103879984,Подушки,передние
103879984,Подушки,боковые
103879984,Подушки,задние
103879984,Системы помощи,камера заднего вида
103879984,Интерьер,тёмный
103879984,Интерьер,искусственная кожа
103879984,Комфорт,круиз-контроль
103879984,Комфорт,управление мультимедиа с руля
103879984,Комфорт,передние электро-стеклоподъёмники
103879984,Комфорт,задние электро-стеклоподъёмники
103879984,Обогрев,сидений
103879984,Обогрев,зеркал
103879984,Климат,климат-контроль
103879984,Климат,кондиционер
103879984,Мультимедиа,AUX или iPod
103879984,Мультимедиа,Bluetooth
103879984,Мультимедиа,CD или MP3
103879984,Мультимедиа,USB
103879984,Мультимедиа,мультимедийный экран
103879984,Мультимедиа,штатная навигация
103879984,Фары,противотуманные
103857519,Экстерьер,легкосплавные диски
103857519,Экстерьер,рейлинги на крыше
103857519,Системы безопасности,ABS
103857519,Системы безопасности,ESP
103857519,Системы безопасности,антипробуксовочная
103857519,Системы безопасности,иммобилайзер
103857519,Системы безопасности,сигнализация
103857519,Подушки,передние
103857519,Подушки,боковые
103857519,Подушки,задние
103857519,Системы помощи,датчик дождя
103857519,Системы помощи,камера заднего вида
103857519,Системы помощи,контроль мертвых зон на зеркалах
103857519,Интерьер,светлый
103857519,Интерьер,натуральная кожа
103857519,Интерьер,люк
103857519,Комфорт,круиз-контроль
103857519,Комфорт,управление мультимедиа с руля
103857519,Комфорт,электрорегулировка сидений
103857519,Комфорт,передние электро-стеклоподъёмники
103857519,Комфорт,задние электро-стеклоподъёмники
103857519,Обогрев,сидений
103857519,Обогрев,зеркал
103857519,Обогрев,руля
103857519,Климат,климат-контроль
103857519,Климат,кондиционер
103857519,Мультимедиа,AUX или iPod
103857519,Мультимедиа,Bluetooth
103857519,Мультимедиа,CD или MP3
103857519,Мультимедиа,USB
103857519,Мультимедиа,мультимедийный экран
103857519,Мультимедиа,штатная навигация
103857519,Фары,светодиодные
103848006,Интерьер,тёмный
103848006,Интерьер,натуральная кожа
103836950,Экстерьер,легкосплавные диски
103836950,Экстерьер,рейлинги на крыше
103836950,Системы безопасности,ABS
103836950,Системы безопасности,ESP
103836950,Системы безопасности,антипробуксовочная
103836950,Системы безопасности,иммобилайзер
103836950,Системы безопасности,сигнализация
103836950,Подушки,передние
103836950,Подушки,боковые
103836950,Подушки,задние
103836950,Системы помощи,датчик дождя
103836950,Системы помощи,камера заднего вида
103836950,Системы помощи,парктроники
103836950,Системы помощи,контроль мертвых зон на зеркалах
103836950,Интерьер,комби
103836950,Интерьер,натуральная кожа
103836950,Интерьер,панорамная крыша
103836950,Комфорт,круиз-контроль
103836950,Комфорт,управление мультимедиа с руля
103836950,Комфорт,электрорегулировка сидений
103836950,Комфорт,передние электро-стеклоподъёмники
103836950,Комфорт,задние электро-стеклоподъёмники
103836950,Обогрев,сидений
103836950,Обогрев,лобового стекла
103836950,Обогрев,зеркал
103836950,Обогрев,руля
103836950,Климат,климат-контроль
103836950,Климат,кондиционер
103836950,Мультимедиа,AUX или iPod
103836950,Мультимедиа,Bluetooth
103836950,Мультимедиа,CD или MP3
103836950,Мультимедиа,USB
103836950,Мультимедиа,мультимедийный экран
103836950,Мультимедиа,штатная навигация
103836950,Фары,светодиодные
103778033,Экстерьер,легкосплавные диски
103778033,Экстерьер,рейлинги на крыше
103778033,Системы безопасности,ABS
103778033,Системы безопасности,ESP
103778033,Системы безопасности,антипробуксовочная
103778033,Системы безопасности,иммобилайзер
103778033,Подушки,передние
103778033,Подушки,боковые
103778033,Подушки,задние
103778033,Системы помощи,датчик дождя
103778033,Системы помощи,камера заднего вида
103778033,Системы помощи,парктроники
103778033,Интерьер,комби
103778033,Интерьер,натуральная кожа
103778033,Комфорт,круиз-контроль
103778033,Комфорт,управление мультимедиа с руля
103778033,Комфорт,электрорегулировка сидений
103778033,Комфорт,передние электро-стеклоподъёмники
103778033,Комфорт,задние электро-стеклоподъёмники
103778033,Обогрев,сидений
103778033,Обогрев,зеркал
103778033,Обогрев,руля
103778033,Климат,климат-контроль
103778033,Климат,кондиционер
103778033,Мультимедиа,AUX или iPod
103778033,Мультимедиа,Bluetooth
103778033,Мультимедиа,CD или MP3
103778033,Мультимедиа,USB
103778033,Мультимедиа,мультимедийный экран
103778033,Мультимедиа,штатная навигация
103778033,Фары,ксеноновые
103778033,Фары,противотуманные
103758377,Экстерьер,легкосплавные диски
103758377,Системы безопасности,ABS
103758377,Системы безопасности,ESP
103758377,Системы безопасности,антипробуксовочная
103758377,Системы безопасности,иммобилайзер
103758377,Системы безопасности,сигнализация
103758377,Подушки,передние
103758377,Подушки,боковые
103758377,Подушки,задние
103758377,Системы помощи,датчик дождя
103758377,Системы помощи,камера заднего вида
103758377,Системы помощи,парктроники
103758377,Системы помощи,контроль мертвых зон на зеркалах
103758377,Интерьер,тёмный
103758377,Интерьер,натуральная кожа
103758377,Комфорт,круиз-контроль
103758377,Комфорт,управление мультимедиа с руля
103758377,Комфорт,электрорегулировка сидений
103758377,Комфорт,передние электро-стеклоподъёмники
103758377,Комфорт,задние электро-стеклоподъёмники
103758377,Обогрев,сидений
103758377,Обогрев,зеркал
103758377,Обогрев,руля
103758377,Климат,климат-контроль
103758377,Климат,кондиционер
103758377,Мультимедиа,AUX или iPod
103758377,Мультимедиа,Bluetooth
103758377,Мультимедиа,CD или MP3
103758377,Мультимедиа,USB
103758377,Мультимедиа,мультимедийный экран
103758377,Мультимедиа,штатная навигация
103758377,Фары,светодиодные
103738950,Экстерьер,легкосплавные диски
103738950,Системы безопасности,ABS
103738950,Системы безопасности,ESP
103738950,Системы безопасности,антипробуксовочная
103738950,Системы безопасности,иммобилайзер
103738950,Системы безопасности,сигнализация
103738950,Подушки,передние
103738950,Подушки,боковые
103738950,Подушки,задние
103738950,Системы помощи,датчик дождя
103738950,Системы помощи,камера заднего вида
103738950,Системы помощи,парктроники
103738950,Интерьер,тёмный
103738950,Интерьер,натуральная кожа
103738950,Комфорт,круиз-контроль
103738950,Комфорт,управление мультимедиа с руля
103738950,Комфорт,электрорегулировка сидений
103738950,Комфорт,передние электро-стеклоподъёмники
103738950,Комфорт,задние электро-стеклоподъёмники
103738950,Обогрев,сидений
103738950,Обогрев,зеркал
103738950,Климат,климат-контроль
103738950,Климат,кондиционер
103738950,Мультимедиа,AUX или iPod
103738950,Мультимедиа,Bluetooth
103738950,Мультимедиа,CD или MP3
103738950,Мультимедиа,USB
103738950,Мультимедиа,мультимедийный экран
103738950,Мультимедиа,штатная навигация
103738950,Фары,светодиодные
103738490,Интерьер,светлый
103738490,Интерьер,комбинированные материалы
103729711,Экстерьер,легкосплавные диски
103729711,Системы безопасности,ABS
103729711,Системы безопасности,ESP
103729711,Системы безопасности,антипробуксовочная
103729711,Системы безопасности,иммобилайзер
103729711,Системы безопасности,сигнализация
103729711,Подушки,передние
103729711,Подушки,боковые
103729711,Подушки,задние
103729711,Системы помощи,датчик дождя
103729711,Системы помощи,камера заднего вида
103729711,Системы помощи,парктроники
103729711,Системы помощи,контроль мертвых зон на зеркалах
103729711,Интерьер,тёмный
103729711,Интерьер,натуральная кожа
103729711,Комфорт,круиз-контроль
103729711,Комфорт,управление мультимедиа с руля
103729711,Комфорт,электрорегулировка сидений
103729711,Комфорт,передние электро-стеклоподъёмники
103729711,Комфорт,задние электро-стеклоподъёмники
103729711,Обогрев,сидений
103729711,Обогрев,зеркал
103729711,Климат,климат-контроль
103729711,Климат,кондиционер
103729711,Мультимедиа,AUX или iPod
103729711,Мультимедиа,Bluetooth
103729711,Мультимедиа,CD или MP3
103729711,Мультимедиа,USB
103729711,Мультимедиа,мультимедийный экран
103729711,Мультимедиа,штатная навигация
103729711,Фары,светодиодные
103720674,Экстерьер,легкосплавные диски
103720674,Системы безопасности,ABS
103720674,Системы безопасности,ESP
103720674,Системы безопасности,антипробуксовочная
103720674,Системы безопасности,иммобилайзер
103720674,Подушки,передние
103720674,Подушки,боковые
103720674,Подушки,задние
103720674,Системы помощи,датчик дождя
103720674,Системы помощи,парктроники
103720674,Интерьер,комби
