card_id,title,price_primary,price_secondary,comment,description,exchange
103880082,"Продажа Nissan Qashqai II, 2017 г. в Минске",69 141 р.,≈ 24 200 $,"Один владелец.|Приобретался и обслуживался у официального дилера.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2017 г., вариатор, 2.0 л, бензин, 23 893 км | внедорожник 5 дв., передний привод, другой",Обмен не интересует
103778536,"Продажа Volkswagen Golf VII · Рестайлинг, 2018 г. в Минске",45 427 р.,≈ 15 900 $,"Автомобиль из Европы.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2018 г., механика, 1.6 л, дизель, 202 246 км | универсал, передний привод, серый",Возможен обмен
103767766,"Продажа Nissan Murano III (Z52), 5 мест, 2019 г. в Минске",142 569 р.,≈ 49 900 $,"Автомобиль приобретался у Официального дилера в Минске!|На Гарантии!|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2019 г., вариатор, 3.5 л, бензин, 25 472 км | внедорожник 5 дв., подключаемый полный привод, чёрный",Возможен обмен
103766844,"Продажа Nissan Terrano D10, 2018 г. в Минске",54 142 р.,≈ 18 950 $,"Приобретался и обслуживался у Официального дилера в Миснке!|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль не требует вложений и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN: Не придется тратить драгоценное время и в течение часа станете обладателем автомобиля взамен на старый.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2018 г., механика, 1.6 л, бензин, 33 689 км | внедорожник 5 дв., передний привод, чёрный",Возможен обмен
103765797,"Продажа Kia Rio X (X-Line) I · Рестайлинг, 2021 г. в Минске",65 427 р.,≈ 22 900 $,"Автомобиль приобретался у Официального дилера в Минске!|На Гарантии!|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2021 г., автомат, 1.6 л, бензин, 8 886 км | хэтчбек 5 дв., передний привод, чёрный",Обмен не интересует
103711417,"Продажа Nissan Juke YF15 · Рестайлинг, 2014 г. в Минске",43 999 р.,≈ 15 400 $,"Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2014 г., вариатор, 1.6 л, бензин, 66 453 км | внедорожник 5 дв., передний привод, белый",Возможен обмен
103668350,"Продажа Ford Focus IV, 2019 г. в Минске",59 713 р.,≈ 20 900 $,"Автомобиль из Европы.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2019 г., автомат, 1.0 л, бензин, 92 165 км | хэтчбек 5 дв., передний привод, серебристый",Возможен обмен
103628797,"Продажа Geely GS, 2021 г. в Минске",59 713 р.,≈ 20 900 $,"Один владелец!|Приобретался и обслуживается у Официального дилера.|На гарантии!|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2021 г., автомат, 1.8 л, бензин, 43 740 км | внедорожник 5 дв., передний привод, белый",Возможен обмен
103530936,"Продажа Renault Kadjar I, 2017 г. в Минске",51 999 р.,≈ 18 200 $,"Автомобиль из Европы.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2017 г., робот, 1.5 л, дизель, 206 000 км | внедорожник 5 дв., передний привод, бордовый",Возможен обмен
103460474,"Продажа Nissan Teana III (L33), 2014 г. в Минске",45 656 р.,≈ 15 980 $,"Частично обслуживался у Официального дилера.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2014 г., вариатор, 3.5 л, бензин, 105 220 км | седан, передний привод, серый",Обмен не интересует
103452690,"Продажа Nissan Leaf II, 2018 г. в Минске",81 713 р.,≈ 28 600 $,"Автомобиль из Европы!|Максимальная комплектация.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2018 г., автомат, электро, запас хода 280 км, 41 596 км | хэтчбек 5 дв., передний привод, белый",Возможен обмен
103360740,"Продажа Nissan Pulsar V, 2017 г. в Минске",36 856 р.,≈ 12 900 $,"Автомобиль из Европы!|Модель Nissan Pulsar  ( аналог Nissan Tiida )|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2017 г., механика, 1.5 л, дизель, 176 833 км | хэтчбек 5 дв., передний привод, серый",Обмен не интересует
103341286,"Продажа Tesla Model 3, 2019 г. в Минске",165 426 р.,≈ 57 900 $,"Автомобиль из Европы.|Без пробега по РБ.|Комплектация Perfomance.|Автопилот 3.0 FSD.|Комплект зарядок. Таможенная пошлина уплачена на РФ.|Евромодем.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2019 г., автомат, электро, запас хода 560 км, 43 979 км | седан, постоянный полный привод, серый",Возможен обмен
103297326,"Продажа Nissan Juke II, 2019 г. в Минске",64 284 р.,≈ 22 500 $,"Пригнан из Европы.|История обслуживания у Официального Дилера.|1 владелец.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2019 г., механика, 1.0 л, бензин, 43 912 км | внедорожник 5 дв., передний привод, чёрный",Возможен обмен
103293963,"Продажа Kia Rio X (X-Line) I, 2018 г. в Минске",42 570 р.,≈ 14 900 $,"Один владелец.|Приобретался и обслуживался у Официального дилера.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль не требует вложений и  готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN: Не придется тратить драгоценное время и в течение часа станете обладателем автомобиля взамен на старый.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2018 г., механика, 1.6 л, бензин, 110 310 км | хэтчбек 5 дв., передний привод, оранжевый",Обмен не интересует
103293316,"Продажа Ford Focus III · Рестайлинг, 2019 г. в Минске",45 427 р.,≈ 15 900 $,"Один владелец.|Приобретался  у Официального дилера.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль не требует вложений и  готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN: Не придется тратить драгоценное время и в течение часа станете обладателем автомобиля взамен на старый.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2019 г., робот, 1.6 л, бензин, 80 748 км | универсал, передний привод, другой",Возможен обмен
103293201,"Продажа Renault Arkana, 2020 г. в Минске",56 570 р.,≈ 19 800 $,"Один владелец.|Приобретался и обслуживался у Официального дилера.|Наши автомобили с пробегом проходят комплексную диагностику и предпродажную подготовку. Автомобиль проверен и готов к дальнейшей эксплуатации. Это сокращает расходы в дальнейшем владении автомобилем после покупки.|Не хватает средств на покупку авто, приобретайте автомобиль в кредит. Также возможен зачет TRADE-IN в обе стороны.|Купить автомобиль с пробегом у компании ДрайвМоторс - надежно, безопасно, быстро и выгодно.|Информация на этом Интернет-сайте носит исключительно информационный характер и ни при каких условиях не является публичной офертой, определяемой положениями cт. 407 Гражданского кодекса Республики Беларусь. Для получения подробной информации о стоимости, технических и иных характеристиках и комплектации автомобиля, пожалуйста, обращайтесь к менеджерам по продукту нашего дилерского центра.","2020 г., механика, 1.6 л, бензин, 60 761 км | внедорожник 5 дв., передний привод, коричневый",Обмен не интересует
104191355,"Продажа Ford Edge II, 5 мест, 2017 г. в Могилеве",70 856 р.,≈ 24 800 $,"Без пробега по РБ. Отличное состояние. ДВС и АКПП обслужены. Комплектация Titanium: 2-зонный климат-контроль, круиз-контроль, подогревы сидений, электрорегулировка сидений, сенсорная мультимедийная система с камерой заднего вида, русифицированная приборная панель, электропривод багажника с открытием без рук, мониторинг слепых зон в зеркалах.|Дилерский центр OOO ""Центр продаж авто"" предлагает Вам комфортные и выгодные условия приобретения автомобилей с пробегом.|К Вашим услугам:|— Выкуп автомобиля|— Обмен автомобиля|— Комиссионная продажа автомобиля|— Кредитование и страхование|— Лизинговые программы|Ford Edge II|— Прошел комплексную техническую проверку.|— Прошел проверку юридической чистоты.|— Прошел проверку кузовных ремонтов сертифицированными экспертами.|— Хорошие условия при обмене вашего автомобиля.|— Автокредит по одному документу. Максимальное кол-во Банков партнеров.|Покупка автомобиля с пробегом в OOO ""Центр продаж авто"" — это быстро, выгодно и надежно.|Более подробную информацию уточняйте у наших менеджеров по телефону или напишите нам.","2017 г., автомат, 2.0 л, бензин, 141 700 км | внедорожник 5 дв., подключаемый полный привод, серый",Возможен обмен
104191151,"Продажа Peugeot 308 T9, 2017 г. в Могилеве",36 142 р.,≈ 12 650 $,"Автомобиль ввезен из Европы. Отличное состояние. По кузову нет никаких замечаний. Аккуратный салон. Двигатель , мкпп и подвеска также без замечаний. Вместительный багажник. Резвый и в тоже время экономичный двигатель. Любое ваше СТО. Просьба автосалонам не звонить и смс не слать.","2017 г., механика, 1.6 л, дизель, 153 000 км | универсал, передний привод, белый",Обмен не интересует
104191346,"Продажа Renault Talisman I, 2017 г. в Минске",51 427 р.,≈ 18 000 $,"автопарковка, камера заднего вида, проекция скорости, парктроники 360, адаптивный круиз-контроль, электропривод крышки багажника, подогревы и вентиляция сидений","2017 г., робот, 1.6 л, дизель, 40 000 км | универсал, передний привод, чёрный",Обмен не интересует
104191362,"Продажа Renault Captur I · Рестайлинг, 2018 г. в Минске",36 856 р.,≈ 12 900 $,"Автомобиль только из Европы. Выпуск 2018г. Состояние нового авто. Экономичный и резвый двигатель с расходом по трассе 5 л/100, город 6л/100. Система старт-стоп, парктроники, круиз-контроль, хорошая стериосистема ,дневные ходовые огни и многое другое . Практически новая летняя резина. Хороший чистый и ухоженный салон. Авто полностью в родной краске. Растаможен , утиль сбор уплачен. Все вопросы по телефону.|Автохаусы огромная просьба не беспокоить!!!!!","2018 г., механика, 0.9 л, бензин, 71 000 км | внедорожник 5 дв., передний привод, другой",Обмен не интересует
104191353,"Продажа Toyota Avensis II (T250), 2006 г. в Минске",22 856 р.,≈ 8 000 $,"хетчбек, бензин, автомат.|поменяны диски, колодки вкруг 10к назад. передняя подвеска вся новая 1к назад. новый аккумулятор. шины лето около 10к. т.е новые можно сказать. в добавок зима, но уже подгулявшая (но пока с погодой непонятно, то на ней)|из нюансов. есть по кузову (это на фото), стекло левое водительское подклинивает (не дошли руки глянуть. вроде направляющая какая то треснула). опускается криво и потом не всегда ровно поднимается.|купил около года назад. не избавляюсь, а обстоятельства с переездом.|в остальном всё ок.|ТО до марта 24 года|любители халявы и за 2,3,5 заберу, пожалуйста мимо. я не спешу с продажей. спасибо|вопросы только в чат av.by или вайбер по номеру. в Минске буду 03.04.2023|больше фото выложу позже","2006 г., автомат, 1.8 л, бензин, 249 999 км | лифтбек, передний привод, синий",Обмен не интересует
104191363,"Продажа Peugeot 406 I · Рестайлинг, 2002 г. в Минске",11 428 р.,≈ 4 000 $,,"2002 г., механика, 2.2 л, дизель, 385 000 км | седан, передний привод, синий",Обмен не интересует
104191370,"Продажа Volkswagen Jetta V, 2008 г. в Дзержинске",15 142 р.,≈ 5 300 $,"машина всегда на ходу , есть ньансы по кузову.|второй хозяин. Машина покупалась в Минске у официалов. торг у машины","2008 г., механика, 1.6 л, бензин, 285 000 км | седан, передний привод, серебристый",Обмен не интересует
104141309,"Продажа Peugeot 306 I · Рестайлинг, 1997 г. в Гродно",8 568 р.,≈ 2 999 $,Данный автомобиль можно приобрести в :|- кредит|- лизинг|Принимаем автомобили на комиссию с последующей реализацией.|Осуществляем Cрочный Выкуп любых марок автомобилей.|Наш автокомис находится по адресу г.Гродно ул. Славинского 2Б на территории охраняемой автостоянки.|Время работы:|Понедельник - Пятница : 10.00 - 19.00|Суббота - Воскресенье : 09.00 - 18.00,"1997 г., механика, 1.9 л, дизель, 337 000 км | универсал, передний привод, чёрный",Возможен обмен
103693777,"Продажа SEAT Altea I · Рестайлинг, 2010 г. в Гродно",27 711 р.,≈ 9 699 $,Осмотр данного автомобиля происходит по предварительной записи !!!|Данный автомобиль можно приобрести в :|- кредит|- лизинг|Принимаем автомобили на комиссию с последующей реализацией.|Осуществляем Cрочный Выкуп любых марок автомобилей.|Наш автокомис находится по адресу г.Гродно ул. Славинского 2Б на территории охраняемой автостоянки.|Время работы:|Понедельник - Пятница : 10.00 - 19.00|Суббота - Воскресенье : 09.00 - 18.00,"2010 г., механика, 1.2 л, бензин, 195 000 км | минивэн, передний привод, чёрный",Возможен обмен
104191289,"Продажа Nissan Juke YF15, 2012 г. в Минске",35 713 р.,≈ 12 500 $,"Купили авто в январе 15 года с пробегом 18т км, и с того момента машина в одних руках. Ездила все время женщина. ТО проводилось по регламенту(точно в срок), каждые 10т км; на пробеге 158тыс уже сделано. В КПП коробке менялось масло на пробеге 150тыс уже 3раз. Непрокуренный ухоженный салон без дефектов. Автомобиль не попадал в аварии ( есть толщиномер сами убедитесь). Продажа в связи приобретением новой машины.|Звонить +375296267626 либо +375296609111","2012 г., механика, 1.6 л, бензин, 158 000 км | внедорожник 5 дв., передний привод, серый",Обмен не интересует
103620523,"Продажа Toyota Camry XV50, 2012 г. в Минске",54 142 р.,≈ 18 950 $,"Чистый Японец - прошу не путать с Российской сборкой,машина в идеальном состоянии , обслужена вся полностью , частично оклеена плёнкой,без дополнительных вложений. Посредников и автосалоны прошу не беспокоить. Торг есть но только при встречи возле автомобиля .","2012 г., автомат, 2.5 л, бензин, 155 000 км | седан, передний привод, чёрный",Обмен не интересует
104189182,"Продажа Renault Laguna I · Рестайлинг, 2000 г. в Бресте",2 857 р.,≈ 1000 $,,"2000 г., механика, 1.9 л, дизель, 100 000 км | лифтбек, передний привод, синий",Обмен не интересует
104191347,"Продажа Volkswagen Golf IV, 1997 г. в Гомеле",13 114 р.,≈ 4 590 $,"Автомобиль находится на площадке автосалона ""Титан"" автомобили с пробегом по адресу: г. Гомель, ул. Лепешинского 7И (район Технопарк «Коралл»).|Возможна покупка в кредит и лизинг с оформлением на месте.|Оформление полного пакета документов, в том числе для постановки автомобиля на учет.|Обеспечение юридической чистоты и безопасности сделки.|Тест-драйв перед покупкой.|Продадим Ваш автомобиль по вашей цене - бесплатно.","1997 г., механика, 1.8 л, бензин, 316 826 км | хэтчбек 5 дв., передний привод, чёрный",Возможен обмен
104191358,"Продажа Peugeot 308 T9, 2015 г. в Калинковичах",35 142 р.,≈ 12 300 $,Хорошее Состояние. Стоит летняя резина. Есть почти  новый комплект зимней резины. Торг.,"2015 г., механика, 1.6 л, дизель, 217 200 км | универсал, передний привод, коричневый",Возможен обмен
104191345,"Продажа Mazda 5 I, 7 мест, 2007 г. в Любани",20 285 р.,≈ 7 100 $,"Авто в хорошем состоянии,есть ньюасы по кузову. Торг","2007 г., механика, 2.0 л, дизель, 341 900 км | минивэн, передний привод, чёрный",Возможен обмен с вашей доплатой
